location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_fullnames
Arkansas,AR,1,2024-11-23,2024-11-30,UMass-ar6_pooled,15.6946670571946,35.3430424732071,50.1274681399721,70.4502204093455,120.203523023914,16,35,50,70,120,UMass-Amherst,AR(6) model with pooling
California,CA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,537.459385433347,746.478710854291,863.389956391355,996.449825934231,1309.02071101479,537,746,863,996,1309,UMass-Amherst,AR(6) model with pooling
Colorado,CO,1,2024-11-23,2024-11-30,UMass-ar6_pooled,93.535372881135,148.221059770219,182.313124926851,224.847352344044,317.641542818533,94,148,182,225,318,UMass-Amherst,AR(6) model with pooling
Connecticut,CT,1,2024-11-23,2024-11-30,UMass-ar6_pooled,10.7918094799761,44.1327932311791,70.3804853699034,104.172126284312,198.629829367686,11,44,70,104,199,UMass-Amherst,AR(6) model with pooling
Delaware,DE,1,2024-11-23,2024-11-30,UMass-ar6_pooled,21.5388875602823,42.192185040681,57.693732612499,75.9617115138672,123.748139652053,22,42,58,76,124,UMass-Amherst,AR(6) model with pooling
Florida,FL,1,2024-11-23,2024-11-30,UMass-ar6_pooled,90.1114245678054,278.852513975126,423.087437256952,624.8774947746,1138.03837564547,90,279,423,625,1138,UMass-Amherst,AR(6) model with pooling
Georgia,GA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,39.8058372329239,75.541456380196,103.163280035108,134.657707818051,205.692630149152,40,76,103,135,206,UMass-Amherst,AR(6) model with pooling
Hawaii,HI,1,2024-11-23,2024-11-30,UMass-ar6_pooled,9.03856145939842,21.6364277474503,30.4855173172471,41.1821598186418,65.5316031274704,9,22,30,41,66,UMass-Amherst,AR(6) model with pooling
Idaho,ID,1,2024-11-23,2024-11-30,UMass-ar6_pooled,10.1121283562879,21.6086068407866,29.4509245302985,39.3596687119252,60.4604537169551,10,22,29,39,60,UMass-Amherst,AR(6) model with pooling
Illinois,IL,1,2024-11-23,2024-11-30,UMass-ar6_pooled,316.797474619046,436.372292175347,513.883390293858,598.841869730268,793.075422374807,317,436,514,599,793,UMass-Amherst,AR(6) model with pooling
Indiana,IN,1,2024-11-23,2024-11-30,UMass-ar6_pooled,108.033786979929,173.410018986004,217.507051686686,267.553809172243,390.993946706835,108,173,218,268,391,UMass-Amherst,AR(6) model with pooling
Iowa,IA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,44.3601474260606,82.2015223074887,107.423131173698,137.54496149827,216.818421038863,44,82,107,138,217,UMass-Amherst,AR(6) model with pooling
Kansas,KS,1,2024-11-23,2024-11-30,UMass-ar6_pooled,14.4336002974936,35.5563142482768,49.9800085724295,68.9406185293852,108.638267584191,14,36,50,69,109,UMass-Amherst,AR(6) model with pooling
Kentucky,KY,1,2024-11-23,2024-11-30,UMass-ar6_pooled,47.9457566729892,93.2968932308989,123.084038510949,158.097355083525,245.3149631832,48,93,123,158,245,UMass-Amherst,AR(6) model with pooling
Louisiana,LA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,31.9989601433815,59.4966587924371,78.6019904146707,102.542687107202,160.841338462412,32,59,79,103,161,UMass-Amherst,AR(6) model with pooling
Maryland,MD,1,2024-11-23,2024-11-30,UMass-ar6_pooled,51.3843101279648,81.6344584703908,101.151332463497,123.964416394598,178.281409019534,51,82,101,124,178,UMass-Amherst,AR(6) model with pooling
Minnesota,MN,1,2024-11-23,2024-11-30,UMass-ar6_pooled,114.045568523292,179.898975096342,222.232947524105,272.808987505018,395.294771705991,114,180,222,273,395,UMass-Amherst,AR(6) model with pooling
Mississippi,MS,1,2024-11-23,2024-11-30,UMass-ar6_pooled,33.2164621332936,62.5059232742439,83.0399668912508,108.19415780824,168.309764364089,33,63,83,108,168,UMass-Amherst,AR(6) model with pooling
Missouri,MO,1,2024-11-23,2024-11-30,UMass-ar6_pooled,135.34190594947,205.834696680871,245.251215414623,299.035851506186,410.237180249152,135,206,245,299,410,UMass-Amherst,AR(6) model with pooling
Montana,MT,1,2024-11-23,2024-11-30,UMass-ar6_pooled,30.1360109378883,56.3823540898198,76.2756510184201,101.323806351557,165.244103969428,30,56,76,101,165,UMass-Amherst,AR(6) model with pooling
Nebraska,NE,1,2024-11-23,2024-11-30,UMass-ar6_pooled,18.2831779197526,39.1679231662229,52.7558021137862,70.1490316173078,113.479138011709,18,39,53,70,113,UMass-Amherst,AR(6) model with pooling
Nevada,NV,1,2024-11-23,2024-11-30,UMass-ar6_pooled,23.9867148096621,43.5807362046779,56.6508404182362,72.7181136172632,108.57099688173,24,44,57,73,109,UMass-Amherst,AR(6) model with pooling
New Hampshire,NH,1,2024-11-23,2024-11-30,UMass-ar6_pooled,25.3912091994891,49.0561591491583,66.8276668970103,88.0371000181596,140.128850199444,25,49,67,88,140,UMass-Amherst,AR(6) model with pooling
New Jersey,NJ,1,2024-11-23,2024-11-30,UMass-ar6_pooled,150.39978774463,292.268529047123,382.915515810445,496.267546575959,757.426537266069,150,292,383,496,757,UMass-Amherst,AR(6) model with pooling
New York,NY,1,2024-11-23,2024-11-30,UMass-ar6_pooled,330.6793383617,472.57087481422,565.009742124992,660.019749645454,886.269180775732,331,473,565,660,886,UMass-Amherst,AR(6) model with pooling
North Carolina,NC,1,2024-11-23,2024-11-30,UMass-ar6_pooled,121.720603482965,194.428982228277,243.192717058077,290.586721038485,412.937672765466,122,194,243,291,413,UMass-Amherst,AR(6) model with pooling
North Dakota,ND,1,2024-11-23,2024-11-30,UMass-ar6_pooled,2.67137059679683,9.06657968884831,13.7617209160553,20.0762114284264,35.6431809931974,3,9,14,20,36,UMass-Amherst,AR(6) model with pooling
Ohio,OH,1,2024-11-23,2024-11-30,UMass-ar6_pooled,373.848750994147,521.300604685754,624.406384486728,733.232982217437,981.163310367049,374,521,624,733,981,UMass-Amherst,AR(6) model with pooling
Oklahoma,OK,1,2024-11-23,2024-11-30,UMass-ar6_pooled,46.0612718588406,79.4533028443047,101.105691096827,127.721143151703,182.023873731506,46,79,101,128,182,UMass-Amherst,AR(6) model with pooling
Oregon,OR,1,2024-11-23,2024-11-30,UMass-ar6_pooled,43.2895958377239,65.9847814371292,81.8987826951725,98.2993420788338,137.741249857573,43,66,82,98,138,UMass-Amherst,AR(6) model with pooling
Rhode Island,RI,1,2024-11-23,2024-11-30,UMass-ar6_pooled,5.06932291744327,16.4531080854492,25.18743113084,37.1576022428498,69.6511337512846,5,16,25,37,70,UMass-Amherst,AR(6) model with pooling
South Carolina,SC,1,2024-11-23,2024-11-30,UMass-ar6_pooled,37.4249317672543,66.0541176056843,87.0753368881279,108.741074211925,158.927944578223,37,66,87,109,159,UMass-Amherst,AR(6) model with pooling
Tennessee,TN,1,2024-11-23,2024-11-30,UMass-ar6_pooled,85.7024866287792,152.63492976731,197.025801798903,243.80506506979,367.740679163696,86,153,197,244,368,UMass-Amherst,AR(6) model with pooling
Texas,TX,1,2024-11-23,2024-11-30,UMass-ar6_pooled,76.0467978302031,219.024370664144,328.863001356715,466.148367148197,830.307306140239,76,219,329,466,830,UMass-Amherst,AR(6) model with pooling
Utah,UT,1,2024-11-23,2024-11-30,UMass-ar6_pooled,22.3905821117795,45.9504689185626,61.6261436429314,80.701663539459,130.5882844024,22,46,62,81,131,UMass-Amherst,AR(6) model with pooling
Vermont,VT,1,2024-11-23,2024-11-30,UMass-ar6_pooled,1.29572233349489,6.44889360287156,10.8692723473489,16.6307056029234,31.0564900820106,1,6,11,17,31,UMass-Amherst,AR(6) model with pooling
Virginia,VA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,74.2824665346994,125.031260628424,153.854939701316,186.269574511236,268.576629370746,74,125,154,186,269,UMass-Amherst,AR(6) model with pooling
Washington,WA,1,2024-11-23,2024-11-30,UMass-ar6_pooled,42.9152863936736,72.2867350952753,92.0408825505309,114.622545364504,165.097669489267,43,72,92,115,165,UMass-Amherst,AR(6) model with pooling
West Virginia,WV,1,2024-11-23,2024-11-30,UMass-ar6_pooled,44.0723526282066,68.6667029998301,85.7190455896425,104.883814351036,154.554215191349,44,69,86,105,155,UMass-Amherst,AR(6) model with pooling
Puerto Rico,PR,1,2024-11-23,2024-11-30,UMass-ar6_pooled,0,0.913519504846453,6.66325341768853,14.0076987558301,35.5484672314833,0,1,7,14,36,UMass-Amherst,AR(6) model with pooling
Alabama,AL,2,2024-11-23,2024-12-07,UMass-ar6_pooled,47.3064431633555,92.9022444943948,123.190730429088,162.251212737922,251.71911934539,47,93,123,162,252,UMass-Amherst,AR(6) model with pooling
Alaska,AK,2,2024-11-23,2024-12-07,UMass-ar6_pooled,0,1.17352120679895,4.3397483530952,8.9592097901229,23.899813149622,0,1,4,9,24,UMass-Amherst,AR(6) model with pooling
Arizona,AZ,2,2024-11-23,2024-12-07,UMass-ar6_pooled,373.610442142934,622.558046219452,793.540373971987,992.551023906778,1490.49389189812,374,623,794,993,1490,UMass-Amherst,AR(6) model with pooling
Arkansas,AR,2,2024-11-23,2024-12-07,UMass-ar6_pooled,10.2494547049634,34.8837835873684,54.4342817439281,81.140818211162,162.073011213302,10,35,54,81,162,UMass-Amherst,AR(6) model with pooling
California,CA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,520.192289450679,785.665086968743,950.076820388088,1135.46832082246,1588.12641355685,520,786,950,1135,1588,UMass-Amherst,AR(6) model with pooling
Colorado,CO,2,2024-11-23,2024-12-07,UMass-ar6_pooled,84.7234763814192,150.856823306854,197.292126933305,257.025391143901,399.04762247397,85,151,197,257,399,UMass-Amherst,AR(6) model with pooling
Connecticut,CT,2,2024-11-23,2024-12-07,UMass-ar6_pooled,4.66284171703675,40.174835447769,73.3950323559953,120.256530389522,265.245649702852,5,40,73,120,265,UMass-Amherst,AR(6) model with pooling
Delaware,DE,2,2024-11-23,2024-12-07,UMass-ar6_pooled,18.5790396471997,46.0128510683577,66.3630629913624,93.6089078426982,164.852141582108,19,46,66,94,165,UMass-Amherst,AR(6) model with pooling
Florida,FL,2,2024-11-23,2024-12-07,UMass-ar6_pooled,44.2873822861885,282.454190696072,470.591793448703,752.69710558776,1620.41451437414,44,282,471,753,1620,UMass-Amherst,AR(6) model with pooling
Georgia,GA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,33.3337510785032,82.6405659151357,120.697690872257,164.590912202908,277.113386445696,33,83,121,165,277,UMass-Amherst,AR(6) model with pooling
Hawaii,HI,2,2024-11-23,2024-12-07,UMass-ar6_pooled,7.15646393500008,23.366937521203,35.482238663488,50.9510328027237,91.8579439452393,7,23,35,51,92,UMass-Amherst,AR(6) model with pooling
Idaho,ID,2,2024-11-23,2024-12-07,UMass-ar6_pooled,7.93127093769868,20.9792374174073,31.4346277091098,44.9301956227443,76.4967476220324,8,21,31,45,76,UMass-Amherst,AR(6) model with pooling
Illinois,IL,2,2024-11-23,2024-12-07,UMass-ar6_pooled,315.338528436096,487.896560755866,592.846649003791,713.975092328606,996.105234607432,315,488,593,714,996,UMass-Amherst,AR(6) model with pooling
Indiana,IN,2,2024-11-23,2024-12-07,UMass-ar6_pooled,90.3329179597601,175.651944640936,232.911663129583,304.271100572961,478.114730198852,90,176,233,304,478,UMass-Amherst,AR(6) model with pooling
Iowa,IA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,42.1770546782656,86.1494658387571,119.81543393247,164.93988437694,276.059603745186,42,86,120,165,276,UMass-Amherst,AR(6) model with pooling
Kansas,KS,2,2024-11-23,2024-12-07,UMass-ar6_pooled,9.72972497618988,34.4347486274245,53.7868946132756,79.2112419676018,146.755391881534,10,34,54,79,147,UMass-Amherst,AR(6) model with pooling
Kentucky,KY,2,2024-11-23,2024-12-07,UMass-ar6_pooled,41.0550169195191,90.3875936295897,131.863477918517,179.277172849103,309.693410722192,41,90,132,179,310,UMass-Amherst,AR(6) model with pooling
Louisiana,LA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,24.0812332883066,59.1356896929202,86.2279115802345,116.774465510001,195.35224551755,24,59,86,117,195,UMass-Amherst,AR(6) model with pooling
Maryland,MD,2,2024-11-23,2024-12-07,UMass-ar6_pooled,47.2376345613656,83.9924393291644,111.19548332987,142.919447377441,217.099819084373,47,84,111,143,217,UMass-Amherst,AR(6) model with pooling
Minnesota,MN,2,2024-11-23,2024-12-07,UMass-ar6_pooled,99.0113631275236,180.036679041272,232.972599798977,300.538391143423,467.40034472836,99,180,233,301,467,UMass-Amherst,AR(6) model with pooling
Mississippi,MS,2,2024-11-23,2024-12-07,UMass-ar6_pooled,27.5532661636317,65.704232899946,93.004470101646,129.371143971374,221.604581923008,28,66,93,129,222,UMass-Amherst,AR(6) model with pooling
Missouri,MO,2,2024-11-23,2024-12-07,UMass-ar6_pooled,132.091206435952,221.846038610524,284.228601723116,351.811628032625,530.235660120583,132,222,284,352,530,UMass-Amherst,AR(6) model with pooling
Montana,MT,2,2024-11-23,2024-12-07,UMass-ar6_pooled,26.0361232968789,58.102389648692,86.0085647719113,121.788921935586,219.584848068889,26,58,86,122,220,UMass-Amherst,AR(6) model with pooling
Nebraska,NE,2,2024-11-23,2024-12-07,UMass-ar6_pooled,15.069736435908,41.0196383768855,60.050716974369,85.3369574774079,148.783735169406,15,41,60,85,149,UMass-Amherst,AR(6) model with pooling
Nevada,NV,2,2024-11-23,2024-12-07,UMass-ar6_pooled,19.7047942367643,43.475541356472,60.6235659489966,82.8598795515982,136.314573720359,20,43,61,83,136,UMass-Amherst,AR(6) model with pooling
New Hampshire,NH,2,2024-11-23,2024-12-07,UMass-ar6_pooled,21.2588109097669,48.371312546098,69.5465639404531,99.2213563200747,170.345614555202,21,48,70,99,170,UMass-Amherst,AR(6) model with pooling
New Jersey,NJ,2,2024-11-23,2024-12-07,UMass-ar6_pooled,131.981923489339,302.157610796183,423.24346556532,595.55475851642,1003.92362353778,132,302,423,596,1004,UMass-Amherst,AR(6) model with pooling
New York,NY,2,2024-11-23,2024-12-07,UMass-ar6_pooled,329.304055583351,514.289278734511,636.021534038452,767.269964515614,1090.78892795662,329,514,636,767,1091,UMass-Amherst,AR(6) model with pooling
North Carolina,NC,2,2024-11-23,2024-12-07,UMass-ar6_pooled,108.102709898084,204.484864500656,262.925153237841,335.980265341565,511.18870973981,108,204,263,336,511,UMass-Amherst,AR(6) model with pooling
North Dakota,ND,2,2024-11-23,2024-12-07,UMass-ar6_pooled,1.62436449402866,8.59074050765566,15.2742672920956,23.8124733668618,48.0446793619488,2,9,15,24,48,UMass-Amherst,AR(6) model with pooling
Ohio,OH,2,2024-11-23,2024-12-07,UMass-ar6_pooled,350.118566028043,544.206313165015,668.530818011121,833.241944632745,1207.81068898531,350,544,669,833,1208,UMass-Amherst,AR(6) model with pooling
Oklahoma,OK,2,2024-11-23,2024-12-07,UMass-ar6_pooled,43.7399189921986,85.0228687992158,116.723318655507,148.840347947076,236.887184988236,44,85,117,149,237,UMass-Amherst,AR(6) model with pooling
Oregon,OR,2,2024-11-23,2024-12-07,UMass-ar6_pooled,38.7977317634151,68.7847072233105,89.2491013224233,111.218348502952,165.720252572685,39,69,89,111,166,UMass-Amherst,AR(6) model with pooling
Rhode Island,RI,2,2024-11-23,2024-12-07,UMass-ar6_pooled,2.70882461285763,14.9948717478768,26.0350783587698,42.3699504918431,91.0478328719005,3,15,26,42,91,UMass-Amherst,AR(6) model with pooling
South Carolina,SC,2,2024-11-23,2024-12-07,UMass-ar6_pooled,28.8114229909706,67.5677892836064,95.2260600280443,124.14463494963,197.306347360546,29,68,95,124,197,UMass-Amherst,AR(6) model with pooling
Tennessee,TN,2,2024-11-23,2024-12-07,UMass-ar6_pooled,79.834971034557,158.801660287515,215.729661877834,284.00341384031,447.728022324299,80,159,216,284,448,UMass-Amherst,AR(6) model with pooling
Texas,TX,2,2024-11-23,2024-12-07,UMass-ar6_pooled,48.1076540709116,219.40453287774,367.73583421729,565.669959314734,1131.49152530123,48,219,368,566,1131,UMass-Amherst,AR(6) model with pooling
Utah,UT,2,2024-11-23,2024-12-07,UMass-ar6_pooled,18.1700787603827,46.7433631785124,68.3342156777553,94.3690022850357,165.994897825533,18,47,68,94,166,UMass-Amherst,AR(6) model with pooling
Vermont,VT,2,2024-11-23,2024-12-07,UMass-ar6_pooled,0,5.7852407888448,11.0969666546884,19.0378680617927,43.0243670217403,0,6,11,19,43,UMass-Amherst,AR(6) model with pooling
Virginia,VA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,68.7497994130538,125.391040499285,163.142050194007,206.145866590091,328.649947190583,69,125,163,206,329,UMass-Amherst,AR(6) model with pooling
Washington,WA,2,2024-11-23,2024-12-07,UMass-ar6_pooled,38.2555668075465,73.9734865570695,99.6936794103395,131.020186944539,201.812566382222,38,74,100,131,202,UMass-Amherst,AR(6) model with pooling
West Virginia,WV,2,2024-11-23,2024-12-07,UMass-ar6_pooled,39.2795596914816,70.9556914171887,92.5727327498916,120.976852001486,191.575009916229,39,71,93,121,192,UMass-Amherst,AR(6) model with pooling
Puerto Rico,PR,2,2024-11-23,2024-12-07,UMass-ar6_pooled,0,0.501537850989348,8.44144755112623,18.9562527617783,52.6262929904312,0,1,8,19,53,UMass-Amherst,AR(6) model with pooling
Alabama,AL,3,2024-11-23,2024-12-14,UMass-ar6_pooled,43.4290161728628,93.4090893361017,133.829565601065,183.564829382121,316.634549383918,43,93,134,184,317,UMass-Amherst,AR(6) model with pooling
Alaska,AK,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0,0.976803716098013,4.51309564758386,10.5715166545682,34.0134568921589,0,1,5,11,34,UMass-Amherst,AR(6) model with pooling
Arizona,AZ,3,2024-11-23,2024-12-14,UMass-ar6_pooled,294.708872024993,579.480061839859,794.672645718203,1057.85886285151,1694.7076445942,295,579,795,1058,1695,UMass-Amherst,AR(6) model with pooling
Arkansas,AR,3,2024-11-23,2024-12-14,UMass-ar6_pooled,6.50450841613858,34.8883834026485,60.5746343492194,92.543500808965,198.287775323529,7,35,61,93,198,UMass-Amherst,AR(6) model with pooling
California,CA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,495.624055088544,824.928886776516,1032.107430363,1289.77598823139,1840.34762366466,496,825,1032,1290,1840,UMass-Amherst,AR(6) model with pooling
Colorado,CO,3,2024-11-23,2024-12-14,UMass-ar6_pooled,74.419489704648,154.205206420517,210.236325621111,285.573689144543,482.607929226387,74,154,210,286,483,UMass-Amherst,AR(6) model with pooling
Connecticut,CT,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0.474266041651542,37.2374727224721,76.1181387136096,137.165904375668,354.555637068356,0,37,76,137,355,UMass-Amherst,AR(6) model with pooling
Delaware,DE,3,2024-11-23,2024-12-14,UMass-ar6_pooled,16.365480639197,46.6796177913882,72.767460933176,107.618360635743,203.292078143605,16,47,73,108,203,UMass-Amherst,AR(6) model with pooling
Florida,FL,3,2024-11-23,2024-12-14,UMass-ar6_pooled,19.2503119723637,280.093815619658,538.036672586176,918.954271870643,2055.92680456596,19,280,538,919,2056,UMass-Amherst,AR(6) model with pooling
Georgia,GA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,32.8574477474312,92.8567024797127,140.42087072292,200.73922382674,354.818420976883,33,93,140,201,355,UMass-Amherst,AR(6) model with pooling
Hawaii,HI,3,2024-11-23,2024-12-14,UMass-ar6_pooled,5.83228468345295,24.6013731937653,40.3237557269671,61.4009374120443,116.26059109628,6,25,40,61,116,UMass-Amherst,AR(6) model with pooling
Idaho,ID,3,2024-11-23,2024-12-14,UMass-ar6_pooled,5.63344078781972,21.2421581842439,34.572123994748,50.6100238800876,93.3430457812182,6,21,35,51,93,UMass-Amherst,AR(6) model with pooling
Illinois,IL,3,2024-11-23,2024-12-14,UMass-ar6_pooled,306.812921206561,513.915070358714,656.453336078832,809.668040298335,1189.39463093171,307,514,656,810,1189,UMass-Amherst,AR(6) model with pooling
Indiana,IN,3,2024-11-23,2024-12-14,UMass-ar6_pooled,82.7074591726309,178.680175352891,247.042097252024,344.990275783633,568.536792622514,83,179,247,345,569,UMass-Amherst,AR(6) model with pooling
Iowa,IA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,34.9602761990947,87.2226076648356,131.062380140258,189.386469054153,336.268358420542,35,87,131,189,336,UMass-Amherst,AR(6) model with pooling
Kansas,KS,3,2024-11-23,2024-12-14,UMass-ar6_pooled,6.88741126401774,34.2494652231889,58.0946086463909,91.5319453650852,185.936937601552,7,34,58,92,186,UMass-Amherst,AR(6) model with pooling
Kentucky,KY,3,2024-11-23,2024-12-14,UMass-ar6_pooled,31.2569566736202,93.4809217962376,140.365808230757,203.650541587823,375.907896627327,31,93,140,204,376,UMass-Amherst,AR(6) model with pooling
Louisiana,LA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,17.918536215903,59.3020650375763,92.6093319347775,132.717611594734,240.119176801348,18,59,93,133,240,UMass-Amherst,AR(6) model with pooling
Maryland,MD,3,2024-11-23,2024-12-14,UMass-ar6_pooled,44.558384049039,89.2872412404682,123.550845596004,162.636719299006,268.712164095669,45,89,124,163,269,UMass-Amherst,AR(6) model with pooling
Minnesota,MN,3,2024-11-23,2024-12-14,UMass-ar6_pooled,78.6196952405691,176.95876968879,239.692235906391,323.195330518404,555.59599887458,79,177,240,323,556,UMass-Amherst,AR(6) model with pooling
Mississippi,MS,3,2024-11-23,2024-12-14,UMass-ar6_pooled,24.3801894335582,64.6631485667349,101.64699468844,147.559306828686,275.826423295983,24,65,102,148,276,UMass-Amherst,AR(6) model with pooling
Missouri,MO,3,2024-11-23,2024-12-14,UMass-ar6_pooled,124.167274104644,235.144073123941,312.744385208546,393.625088536132,625.905110997971,124,235,313,394,626,UMass-Amherst,AR(6) model with pooling
Montana,MT,3,2024-11-23,2024-12-14,UMass-ar6_pooled,19.2079933201503,58.466614142042,91.9508218135464,138.186422974745,270.422016240105,19,58,92,138,270,UMass-Amherst,AR(6) model with pooling
Nebraska,NE,3,2024-11-23,2024-12-14,UMass-ar6_pooled,13.643939801239,41.2775775604517,65.8280758203855,99.6181238011342,188.278044708017,14,41,66,100,188,UMass-Amherst,AR(6) model with pooling
Nevada,NV,3,2024-11-23,2024-12-14,UMass-ar6_pooled,15.9134756246023,44.1284252382381,65.0275225936289,93.6095644116377,164.221485578215,16,44,65,94,164,UMass-Amherst,AR(6) model with pooling
New Hampshire,NH,3,2024-11-23,2024-12-14,UMass-ar6_pooled,16.2725640374845,46.555885664102,73.1729047493235,110.758253014736,211.948082502572,16,47,73,111,212,UMass-Amherst,AR(6) model with pooling
New Jersey,NJ,3,2024-11-23,2024-12-14,UMass-ar6_pooled,118.183354673484,309.262707307079,463.834968029002,685.737602352738,1256.6651340897,118,309,464,686,1257,UMass-Amherst,AR(6) model with pooling
New York,NY,3,2024-11-23,2024-12-14,UMass-ar6_pooled,326.850797088495,545.982028125182,704.587356746441,871.780574938674,1337.27912859776,327,546,705,872,1337,UMass-Amherst,AR(6) model with pooling
North Carolina,NC,3,2024-11-23,2024-12-14,UMass-ar6_pooled,93.6917591998661,209.675960434077,282.59187641777,369.618053120478,591.108408486219,94,210,283,370,591,UMass-Amherst,AR(6) model with pooling
North Dakota,ND,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0.743330111215202,8.56180946669542,16.4447614052548,27.4039296259812,61.4096711365334,1,9,16,27,61,UMass-Amherst,AR(6) model with pooling
Ohio,OH,3,2024-11-23,2024-12-14,UMass-ar6_pooled,318.779746655553,550.815381950387,713.83609306007,917.05776058191,1429.48400662185,319,551,714,917,1429,UMass-Amherst,AR(6) model with pooling
Oklahoma,OK,3,2024-11-23,2024-12-14,UMass-ar6_pooled,36.1505489829228,90.9528009357625,127.722576427795,175.933428065048,285.715574973332,36,91,128,176,286,UMass-Amherst,AR(6) model with pooling
Oregon,OR,3,2024-11-23,2024-12-14,UMass-ar6_pooled,34.1138602068204,70.0076699295802,95.3175614587206,123.908073147231,195.195176904884,34,70,95,124,195,UMass-Amherst,AR(6) model with pooling
Rhode Island,RI,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0.759910973302755,14.9657723218724,28.0464823244791,48.3356403036044,119.134268013337,1,15,28,48,119,UMass-Amherst,AR(6) model with pooling
South Carolina,SC,3,2024-11-23,2024-12-14,UMass-ar6_pooled,24.620669282464,69.2214367607265,101.875457028436,142.40935350796,238.457271554335,25,69,102,142,238,UMass-Amherst,AR(6) model with pooling
Tennessee,TN,3,2024-11-23,2024-12-14,UMass-ar6_pooled,67.5246465237312,161.704243009564,233.437922872493,320.986958060505,565.881912951809,68,162,233,321,566,UMass-Amherst,AR(6) model with pooling
Texas,TX,3,2024-11-23,2024-12-14,UMass-ar6_pooled,20.7517966478651,234.374091058992,420.972084634917,676.691523302056,1491.5685760508,21,234,421,677,1492,UMass-Amherst,AR(6) model with pooling
Utah,UT,3,2024-11-23,2024-12-14,UMass-ar6_pooled,13.4328377301844,45.4442752637543,73.7098461670453,109.003477797948,220.380949167986,13,45,74,109,220,UMass-Amherst,AR(6) model with pooling
Vermont,VT,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0,5.19052216139675,11.5532371263916,21.8409589434256,52.5927896025805,0,5,12,22,53,UMass-Amherst,AR(6) model with pooling
Virginia,VA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,57.4359821675028,126.840456232749,172.598588280743,230.504414151459,377.723158004873,57,127,173,231,378,UMass-Amherst,AR(6) model with pooling
Washington,WA,3,2024-11-23,2024-12-14,UMass-ar6_pooled,33.2187683523527,76.4187543039386,109.697433315808,149.995285683587,244.961327994111,33,76,110,150,245,UMass-Amherst,AR(6) model with pooling
West Virginia,WV,3,2024-11-23,2024-12-14,UMass-ar6_pooled,34.5325063321306,71.0472637511796,98.7363333160847,134.296190348705,222.361629910755,35,71,99,134,222,UMass-Amherst,AR(6) model with pooling
Puerto Rico,PR,3,2024-11-23,2024-12-14,UMass-ar6_pooled,0,0.91473188236986,10.5549763218233,26.0018260985307,70.502593894717,0,1,11,26,71,UMass-Amherst,AR(6) model with pooling
Alabama,AL,0,2024-11-23,2024-11-23,UMass-gbqr,42.667259294407,76.3909958483105,91.4909425223893,106.279557954383,164.06549694435,43,76,91,106,164,UMass-Amherst,gradient boosting quantile regression
Alaska,AK,0,2024-11-23,2024-11-23,UMass-gbqr,0.938610819791303,3.64070503624374,5.61569963393266,7.95081745067747,12.0320782024292,1,4,6,8,12,UMass-Amherst,gradient boosting quantile regression
Arizona,AZ,0,2024-11-23,2024-11-23,UMass-gbqr,438.540148449756,619.797894170468,686.45809575195,820.428153815113,1083.26604676201,439,620,686,820,1083,UMass-Amherst,gradient boosting quantile regression
Arkansas,AR,0,2024-11-23,2024-11-23,UMass-gbqr,14.7721378403293,33.8604634307884,46.5127424914748,61.2735383002468,83.880643286493,15,34,47,61,84,UMass-Amherst,gradient boosting quantile regression
California,CA,0,2024-11-23,2024-11-23,UMass-gbqr,366.657813195739,682.060826772006,823.516410158179,961.729655292856,1143.92253442549,367,682,824,962,1144,UMass-Amherst,gradient boosting quantile regression
Colorado,CO,0,2024-11-23,2024-11-23,UMass-gbqr,73.0355358505122,117.396618973451,138.417140602619,171.248719803638,235.567317852899,73,117,138,171,236,UMass-Amherst,gradient boosting quantile regression
Connecticut,CT,0,2024-11-23,2024-11-23,UMass-gbqr,27.598223926981,59.5243613719912,93.8255720392992,124.938387270534,154.680659024007,28,60,94,125,155,UMass-Amherst,gradient boosting quantile regression
Delaware,DE,0,2024-11-23,2024-11-23,UMass-gbqr,16.3108739108253,25.8795148128776,39.1196124076212,51.9227588270091,76.4971763413567,16,26,39,52,76,UMass-Amherst,gradient boosting quantile regression
